dev_id,time,port,specHumid,pm25,pm25Min,o3,specO3max,pm25Count,specTemp,pm25Average,specStatus,pm10Average,specO3min,pmStatus,pm1Average,specO3Count,pm25Max,specO3Average
graqm0106,2018-09-26T13:33:29.823683731Z,2,50,5,2,31,74,70,19,5,1,5,-63,1,3,60,24,31
graqm0106,2018-09-26T13:40:39.277900867Z,2,49,3,1,36,58,71,19,3,1,3,22,1,2,61,8,36
graqm0106,2018-09-26T13:41:40.701359004Z,2,49,2,1,34,117,71,19,2,1,2,-53,1,1,62,3,34
graqm0106,2018-09-26T13:42:42.007939438Z,2,49,5,0,33,85,71,19,5,1,5,-12,1,3,60,11,33
graqm0106,2018-09-26T13:43:43.379254444Z,2,49,1,0,35,105,72,19,1,1,1,-39,1,0,62,2,35
graqm0106,2018-09-26T13:44:44.743734831Z,2,49,1,0,33,61,71,19,1,1,1,-29,1,0,60,2,33
graqm0106,2018-09-26T13:45:46.299117928Z,2,48,2,0,33,112,72,19,2,1,2,-28,1,1,62,3,33
graqm0106,2018-09-26T13:46:47.493393268Z,2,49,3,2,32,68,71,19,3,1,3,-52,1,2,60,4,32
graqm0106,2018-09-26T14:59:20.787179097Z,2,47,2,0,38,153,112,19,2,1,2,-75,1,1,205,36,38
graqm0106,2018-09-26T15:00:21.788006366Z,2,46,20,5,36,56,70,19,20,1,23,11,1,12,60,68,36
graqm0106,2018-09-26T15:01:22.850066995Z,2,45,9,5,34,52,70,20,9,1,10,12,1,6,61,27,34
graqm0106,2018-09-26T15:02:23.864656705Z,2,45,4,3,35,64,72,20,4,1,4,3,1,2,61,7,35
graqm0106,2018-09-26T15:03:24.84942856Z,2,46,29,2,41,65,69,20,29,1,31,15,1,18,61,59,41
graqm0106,2018-09-26T15:04:25.999529409Z,2,46,8,3,39,62,70,20,8,1,9,12,1,5,61,38,39
graqm0106,2018-09-26T15:05:26.949920063Z,2,45,4,3,38,56,71,20,4,1,4,2,1,3,61,5,38
graqm0106,2018-09-26T15:06:27.922545229Z,2,45,5,4,35,63,72,20,5,1,5,-7,1,3,61,6,35
graqm0106,2018-09-26T15:07:29.038082071Z,2,45,4,3,37,64,71,20,4,1,4,6,1,3,61,5,37
graqm0106,2018-09-26T15:08:29.956600391Z,2,45,4,3,38,70,71,20,4,1,5,14,1,3,61,7,38
graqm0106,2018-09-26T15:09:31.100022766Z,2,45,5,2,37,59,71,20,5,1,5,8,1,3,61,7,37
graqm0106,2018-09-26T15:10:32.082111277Z,2,45,4,2,38,64,71,20,4,1,4,21,1,3,61,4,38
graqm0106,2018-09-26T15:11:33.074303911Z,2,45,3,2,39,54,71,20,3,1,3,16,1,2,61,4,39
graqm0106,2018-09-26T15:12:34.060161742Z,2,44,4,3,40,64,71,20,4,1,4,8,1,3,61,4,40
graqm0106,2018-09-26T15:13:35.170369054Z,2,44,4,3,38,62,72,20,4,1,4,7,1,3,61,4,38
graqm0106,2018-09-26T15:14:36.222531108Z,2,44,3,3,39,66,71,20,3,1,4,1,1,3,61,4,39
graqm0106,2018-09-26T15:15:37.190332161Z,2,44,3,3,38,68,71,20,3,1,4,0,1,3,61,5,38
graqm0106,2018-09-26T15:16:38.195081597Z,2,44,3,2,39,74,71,20,3,1,3,4,1,2,62,4,39
graqm0106,2018-09-26T15:17:39.191182556Z,2,44,4,2,43,78,71,20,4,1,4,11,1,3,60,6,43
graqm0106,2018-09-26T15:18:40.256058217Z,2,44,4,3,38,63,72,20,4,1,4,19,1,3,61,5,38
graqm0106,2018-09-26T15:19:41.276789864Z,2,44,4,3,39,79,71,20,4,1,4,-4,1,3,61,5,39
graqm0106,2018-09-26T15:20:42.24653878Z,2,43,4,3,41,81,71,20,4,1,4,-9,1,3,61,4,41
graqm0106,2018-09-26T15:21:43.382197707Z,2,43,3,1,37,74,71,20,3,1,3,-11,1,2,61,4,37
graqm0106,2018-09-26T15:22:44.367332315Z,2,43,3,2,41,81,71,21,3,1,3,-20,1,2,61,5,41
graqm0106,2018-09-26T15:23:45.409276241Z,2,42,4,2,39,82,71,21,4,1,4,-16,1,3,61,5,39
graqm0106,2018-09-26T15:24:46.550870758Z,2,43,3,3,43,83,72,21,3,1,3,-13,1,2,61,4,43
graqm0106,2018-09-26T15:25:47.611489973Z,2,43,3,3,43,89,71,21,3,1,3,12,1,2,62,4,43
graqm0106,2018-09-26T15:26:48.78347877Z,2,42,4,2,44,91,71,20,4,1,4,4,1,3,60,5,44
graqm0106,2018-09-26T15:27:49.894421631Z,2,42,4,2,43,78,71,20,4,1,4,-4,1,3,61,6,43
graqm0106,2018-09-26T15:28:51.098385943Z,2,43,3,2,45,80,72,20,3,1,3,-32,1,2,61,4,45
graqm0106,2018-09-26T15:29:52.179079543Z,2,43,3,2,47,113,71,20,3,1,3,11,1,3,61,5,47
graqm0106,2018-09-26T15:30:53.313653753Z,2,43,4,3,41,64,71,20,4,1,5,23,1,3,61,6,41
graqm0106,2018-09-26T15:31:54.478859536Z,2,44,4,2,42,74,72,20,4,1,4,-2,1,3,61,7,42
graqm0106,2018-09-26T15:32:55.590432416Z,2,44,4,3,44,109,71,20,4,1,5,-19,1,3,62,6,44
graqm0106,2018-09-26T15:33:56.783189673Z,2,44,4,4,40,56,71,20,4,1,4,12,1,3,60,5,40
graqm0106,2018-09-26T15:34:57.988969443Z,2,43,3,2,43,67,72,20,3,1,3,-15,1,2,61,4,43
graqm0106,2018-09-26T15:35:59.009086721Z,2,43,3,2,39,72,71,20,3,1,4,-11,1,2,61,4,39
graqm0106,2018-09-26T15:37:00.180608103Z,2,43,3,2,37,96,71,20,3,1,4,-6,1,2,62,6,37
graqm0106,2018-09-26T15:38:01.628741065Z,2,43,4,4,41,80,72,20,4,1,4,-32,1,3,60,6,41
graqm0106,2018-09-26T15:39:02.882302951Z,2,43,4,3,37,75,71,20,4,1,4,-82,1,3,61,5,37
graqm0106,2018-09-26T15:40:04.253752779Z,2,42,4,3,41,101,72,20,4,1,4,12,1,3,61,5,41
graqm0106,2018-09-26T15:41:05.619400223Z,2,42,4,3,38,121,71,20,4,1,4,-50,1,3,62,5,38
graqm0106,2018-09-26T15:42:06.980147511Z,2,42,5,4,42,73,72,20,5,1,6,-24,1,4,60,8,42
graqm0106,2018-09-26T15:43:08.353602718Z,2,42,4,2,46,110,71,20,4,1,4,-52,1,3,62,5,46
graqm0106,2018-09-26T15:44:09.718270395Z,2,42,3,2,41,68,72,20,3,1,3,-25,1,2,60,4,41
graqm0106,2018-09-26T15:45:11.085894367Z,2,42,4,2,47,103,71,20,4,1,4,-30,1,2,62,4,47
graqm0106,2018-09-26T15:46:12.448797789Z,2,42,4,3,46,79,72,20,4,1,4,-23,1,3,60,5,46
graqm0106,2018-09-26T15:47:13.810315566Z,2,42,4,3,43,104,72,20,4,1,5,-6,1,3,62,5,43
graqm0106,2018-09-26T15:48:15.179558089Z,2,42,4,3,41,87,71,20,4,1,4,-60,1,3,60,5,41
graqm0106,2018-09-26T15:49:16.549117823Z,2,42,4,2,45,103,72,20,4,1,4,-2,1,3,62,6,45
graqm0106,2018-09-26T15:50:17.907770309Z,2,42,4,2,45,85,71,20,4,1,4,-48,1,3,60,5,45
graqm0106,2018-09-26T15:51:19.27193797Z,2,42,3,3,43,92,72,20,3,1,3,20,1,3,62,4,43
graqm0106,2018-09-26T15:52:20.644109387Z,2,41,3,3,42,105,71,20,3,1,4,-48,1,2,61,4,42
graqm0106,2018-09-26T15:53:22.016133499Z,2,41,3,2,43,81,72,20,3,1,4,5,1,3,60,4,43
graqm0106,2018-09-26T15:54:23.372005997Z,2,42,3,2,44,125,71,20,3,1,3,-39,1,2,62,4,44
graqm0106,2018-09-26T15:55:24.74186824Z,2,41,3,2,48,73,72,20,3,1,4,-36,1,2,60,6,48
graqm0106,2018-09-26T15:56:26.108790589Z,2,41,5,4,42,103,72,20,5,1,5,-27,1,3,62,6,42
graqm0106,2018-09-26T15:57:27.473017953Z,2,41,3,2,47,119,71,20,3,1,4,-30,1,3,60,4,47
graqm0106,2018-09-26T15:58:28.846421209Z,2,41,3,2,46,106,72,20,3,1,3,0,1,2,62,3,46
graqm0106,2018-09-26T15:59:30.205818119Z,2,42,4,2,41,107,71,20,4,1,4,-46,1,3,60,4,41
graqm0106,2018-09-26T16:00:31.568885039Z,2,42,4,3,42,71,72,20,4,1,4,9,1,3,62,6,42
graqm0106,2018-09-26T16:01:32.941855793Z,2,42,4,2,47,121,71,20,4,1,4,-31,1,3,61,5,47
graqm0106,2018-09-26T16:02:34.300729197Z,2,42,3,2,47,87,72,20,3,1,3,-4,1,2,60,5,47
graqm0106,2018-09-26T16:02:39.133878276Z,2,42,3,2,47,87,72,20,3,1,3,-4,1,2,60,5,47
graqm0106,2018-09-26T16:03:35.673522145Z,2,42,4,2,45,114,72,20,4,1,4,-44,1,3,62,5,45
graqm0106,2018-09-26T16:04:37.046682405Z,2,42,3,2,46,84,71,20,3,1,3,-24,1,2,60,4,46
graqm0106,2018-09-26T16:05:38.404173365Z,2,42,5,4,44,156,72,20,5,1,5,-2,1,4,62,6,44
graqm0106,2018-09-26T16:06:39.778812072Z,2,42,5,3,41,78,71,20,5,1,5,-27,1,3,60,7,41
graqm0106,2018-09-26T16:07:41.142869642Z,2,42,4,3,43,101,71,20,4,1,4,-19,1,3,62,5,43
graqm0106,2018-09-26T16:08:42.510474425Z,2,41,3,2,45,99,72,20,3,1,3,-51,1,2,60,4,45
graqm0106,2018-09-26T16:09:43.869227324Z,2,42,5,4,43,94,71,20,5,1,5,0,1,3,62,5,43
graqm0106,2018-09-26T16:10:45.239314286Z,2,41,4,3,46,87,72,20,4,1,4,-32,1,2,60,4,46
graqm0106,2018-09-26T16:11:46.601362592Z,2,40,2,0,48,106,71,20,2,1,2,0,1,1,62,3,48
graqm0106,2018-09-26T16:12:47.978504779Z,2,40,2,1,45,123,72,20,2,1,2,-43,1,1,60,3,45
graqm0106,2018-09-26T16:13:49.347749614Z,2,40,2,2,46,97,72,20,2,1,2,15,1,2,61,3,46
graqm0106,2018-09-26T16:14:50.703072805Z,2,41,4,3,46,100,71,20,4,1,4,-30,1,3,62,4,46
graqm0106,2018-09-26T16:15:52.075497841Z,2,41,4,3,39,63,72,20,4,1,4,-21,1,3,60,7,39
graqm0106,2018-09-26T16:16:53.435221672Z,2,41,5,2,43,113,71,20,5,1,5,-44,1,4,62,8,43
graqm0106,2018-09-26T16:17:54.808714975Z,2,42,4,3,44,90,72,20,4,1,4,-45,1,3,60,6,44
graqm0106,2018-09-26T16:18:56.166259746Z,2,42,5,4,39,115,71,20,5,1,5,-22,1,3,62,6,39
graqm0106,2018-09-26T16:19:57.531505363Z,2,42,6,4,42,73,72,20,6,1,6,-38,1,4,60,22,42
graqm0106,2018-09-26T16:20:58.901961347Z,2,41,12,2,47,106,71,20,12,1,12,-8,1,8,62,36,47
graqm0106,2018-09-26T16:22:00.297867344Z,2,41,3,3,48,101,71,20,3,1,3,-38,1,3,60,4,48
graqm0106,2018-09-26T16:23:01.668605636Z,2,41,4,3,48,104,72,20,4,1,4,10,1,3,62,5,48
graqm0106,2018-09-26T16:24:03.007350106Z,2,41,4,3,45,111,72,20,4,1,4,-36,1,3,60,4,45
graqm0106,2018-09-26T16:25:04.37529781Z,2,42,3,2,46,115,71,20,3,1,3,-12,1,2,62,4,46
graqm0106,2018-09-26T16:26:05.747903562Z,2,42,4,3,45,113,72,20,4,1,4,-33,1,2,60,5,45
graqm0106,2018-09-26T16:27:07.110525395Z,2,42,4,3,44,68,71,20,4,1,4,12,1,2,62,5,44
graqm0106,2018-09-26T16:28:08.474816082Z,2,42,4,3,44,94,72,20,4,1,4,-55,1,3,60,5,44
graqm0106,2018-09-26T16:29:09.850536334Z,2,42,4,3,41,77,71,20,4,1,4,20,1,3,62,5,41
graqm0106,2018-09-26T16:30:11.219405566Z,2,42,3,3,45,109,72,20,3,1,3,-47,1,2,61,5,45
graqm0106,2018-09-26T16:31:12.571524164Z,2,41,4,3,44,71,72,20,4,1,4,10,1,3,60,4,44
graqm0106,2018-09-26T16:32:13.938677542Z,2,41,3,2,42,113,71,20,3,1,3,-60,1,2,62,5,42
graqm0106,2018-09-26T16:33:15.307648078Z,2,41,4,3,44,89,72,20,4,1,4,-16,1,2,60,5,44
graqm0106,2018-09-26T16:34:16.662538864Z,2,41,3,2,47,119,71,20,3,1,3,-27,1,2,62,4,47
graqm0106,2018-09-26T16:35:18.03744132Z,2,41,4,2,45,81,72,20,4,1,4,-24,1,3,60,5,45
graqm0106,2018-09-26T16:36:19.397628129Z,2,41,4,3,43,140,71,20,4,1,5,-14,1,3,62,5,43
graqm0106,2018-09-26T16:37:20.799016756Z,2,41,4,3,38,82,72,20,4,1,4,-50,1,3,60,6,38
graqm0106,2018-09-26T16:38:22.137757079Z,2,40,4,3,42,103,71,20,4,1,4,-3,1,3,62,6,42
graqm0106,2018-09-26T16:39:23.499442436Z,2,40,3,2,40,88,72,20,3,1,3,-43,1,2,60,4,40
graqm0106,2018-09-26T16:40:24.869413858Z,2,40,3,2,41,65,72,20,3,1,3,0,1,2,62,5,41
graqm0106,2018-09-26T16:41:26.228815342Z,2,40,3,2,42,102,71,20,3,1,3,-61,1,2,60,4,42
graqm0106,2018-09-26T16:42:27.605235271Z,2,40,3,2,40,65,72,21,3,1,3,0,1,2,61,5,40
graqm0106,2018-09-26T16:43:28.965060168Z,2,40,3,3,41,119,71,21,3,1,4,-62,1,2,62,4,41
graqm0106,2018-09-26T16:44:30.343422159Z,2,40,3,2,39,69,72,21,3,1,3,-20,1,2,60,4,39
graqm0106,2018-09-26T16:45:31.699864148Z,2,40,3,2,48,127,71,21,3,1,3,-31,1,2,62,4,48
graqm0106,2018-09-26T16:46:33.067051881Z,2,40,4,3,47,88,72,21,4,1,4,-16,1,2,60,4,47
graqm0106,2018-09-26T16:47:34.436531088Z,2,40,3,1,43,111,72,21,3,1,3,-40,1,2,62,4,43
graqm0106,2018-09-26T16:48:35.792830372Z,2,40,2,1,44,86,71,21,2,1,3,-38,1,2,60,3,44
graqm0106,2018-09-26T16:49:37.167833455Z,2,39,2,2,43,104,72,21,2,1,2,-53,1,2,62,3,43
graqm0106,2018-09-26T16:50:38.524014336Z,2,39,2,1,45,80,71,21,2,1,2,-43,1,2,60,3,45
graqm0106,2018-09-26T16:51:39.888129671Z,2,39,2,1,46,104,72,21,2,1,2,-5,1,1,62,3,46
graqm0106,2018-09-26T16:52:41.261968796Z,2,38,3,1,48,117,71,21,3,1,3,-38,1,2,60,3,48
graqm0106,2018-09-26T16:53:42.63020877Z,2,39,4,2,43,96,72,21,4,1,4,-8,1,3,62,4,43
graqm0106,2018-09-26T16:54:43.988195415Z,2,39,3,2,43,93,71,21,3,1,3,-39,1,2,60,4,43
graqm0106,2018-09-26T16:55:45.357939036Z,2,39,3,1,46,93,72,21,3,1,3,1,1,2,61,4,46
graqm0106,2018-09-26T16:56:46.730175437Z,2,39,3,2,47,131,72,21,3,1,3,-45,1,2,62,5,47
graqm0106,2018-09-26T16:57:48.093307746Z,2,38,3,1,49,96,71,21,3,1,3,-8,1,2,60,4,49
graqm0106,2018-09-26T16:58:49.455917339Z,2,37,2,2,48,122,72,21,2,1,2,-13,1,2,62,3,48
graqm0106,2018-09-26T16:59:50.828165741Z,2,38,2,2,52,82,71,21,2,1,2,-4,1,2,60,3,52
graqm0106,2018-09-26T17:00:52.190183315Z,2,38,2,1,49,127,72,21,2,1,2,-27,1,1,62,3,49
graqm0106,2018-09-26T17:02:54.927049173Z,2,39,2,1,48,145,72,21,2,1,2,0,1,1,62,3,48
graqm0106,2018-09-26T17:03:56.295767162Z,2,39,3,2,51,77,72,21,3,1,3,-26,1,2,60,4,51
graqm0106,2018-09-26T17:04:57.658943573Z,2,39,1,1,43,110,71,21,1,1,1,-7,1,1,62,2,43
graqm0106,2018-09-26T17:05:59.018998284Z,2,39,2,1,46,77,72,21,2,1,3,-48,1,2,60,3,46
graqm0106,2018-09-26T17:07:00.393351952Z,2,39,2,1,50,121,71,21,2,1,3,0,1,2,62,3,50
graqm0106,2018-09-26T17:08:01.816374379Z,2,39,2,1,45,93,72,21,2,1,2,-41,1,2,60,4,45
graqm0106,2018-09-26T17:09:03.126978013Z,2,38,3,2,45,106,71,21,3,1,4,-16,1,2,62,4,45
graqm0106,2018-09-26T17:10:04.485489154Z,2,39,2,1,42,94,72,21,2,1,3,-40,1,2,60,4,42
graqm0106,2018-09-26T17:11:05.861970969Z,2,38,3,2,46,89,71,21,3,1,3,-17,1,2,62,4,46
graqm0106,2018-09-26T17:12:07.226882714Z,2,38,2,1,49,81,72,21,2,1,2,-44,1,1,60,3,49
graqm0106,2018-09-26T17:13:08.585830269Z,2,37,2,1,51,120,72,21,2,1,2,-25,1,1,62,4,51
graqm0106,2018-09-26T17:14:09.956187888Z,2,37,2,1,47,93,71,21,2,1,2,-44,1,1,60,4,47
graqm0106,2018-09-26T17:15:11.316728694Z,2,38,2,1,46,124,72,21,2,1,2,-5,1,1,62,3,46
graqm0106,2018-09-26T17:16:12.684717337Z,2,38,2,1,45,74,71,21,2,1,2,-16,1,1,60,3,45
graqm0106,2018-09-26T17:17:14.062642299Z,2,38,2,1,49,113,72,21,2,1,2,-20,1,2,62,4,49
graqm0106,2018-09-26T17:18:15.419267479Z,2,38,3,1,46,98,71,21,3,1,3,-12,1,2,60,4,46
graqm0106,2018-09-26T17:19:16.786484398Z,2,38,2,1,51,131,72,21,2,1,3,-10,1,1,62,3,51
graqm0106,2018-09-26T17:20:18.151331841Z,2,38,3,1,44,104,72,21,3,1,3,-24,1,2,60,4,44
graqm0106,2018-09-26T17:21:19.510375599Z,2,38,3,1,56,123,71,21,3,1,3,12,1,2,62,3,56
graqm0106,2018-09-26T17:22:20.880064497Z,2,38,2,1,48,98,72,21,2,1,3,-6,1,2,60,4,48
graqm0106,2018-09-26T17:23:22.250725726Z,2,38,2,1,47,115,71,21,2,1,2,3,1,1,62,4,47
graqm0106,2018-09-26T17:24:23.615322261Z,2,38,2,1,41,91,72,21,2,1,2,-32,1,1,60,4,41
graqm0106,2018-09-26T17:25:24.985527276Z,2,39,3,1,45,95,71,21,3,1,3,-4,1,1,62,4,45
graqm0106,2018-09-26T17:26:26.354464453Z,2,38,3,2,46,130,72,21,3,1,3,-36,1,2,60,3,46
graqm0106,2018-09-26T17:27:27.715806109Z,2,38,3,1,47,87,71,21,3,1,3,13,1,2,62,5,47
graqm0106,2018-09-26T17:28:29.080023457Z,2,38,3,1,46,106,72,21,3,1,3,-60,1,2,60,3,46
graqm0106,2018-09-26T17:29:30.727076556Z,2,38,2,2,47,86,72,21,2,1,2,5,1,2,62,3,47
graqm0106,2018-09-26T17:30:32.091384307Z,2,38,3,1,47,125,71,21,3,1,3,-4,1,2,61,4,47
graqm0106,2018-09-26T17:31:33.444361096Z,2,38,3,1,46,81,72,21,3,1,3,-22,1,2,60,4,46
graqm0106,2018-09-26T17:32:34.817353425Z,2,38,3,2,49,111,72,22,3,1,3,-16,1,2,62,4,49
graqm0106,2018-09-26T17:33:36.185770208Z,2,37,2,0,48,113,71,22,2,1,3,-28,1,1,60,4,48
graqm0106,2018-09-26T17:34:37.542420814Z,2,37,2,1,54,153,72,22,2,1,2,-1,1,1,62,3,54
graqm0106,2018-09-26T17:35:38.920984221Z,2,37,2,1,53,101,71,22,2,1,3,-11,1,1,60,4,53
graqm0106,2018-09-26T17:36:40.282539484Z,2,38,2,1,47,117,72,22,2,1,2,-20,1,1,62,3,47
graqm0106,2018-09-26T17:37:41.643586231Z,2,37,3,2,48,92,71,22,3,1,3,-28,1,2,60,3,48
graqm0106,2018-09-26T17:38:43.018932236Z,2,37,3,1,47,108,72,22,3,1,3,-38,1,2,62,4,47
graqm0106,2018-09-26T17:39:44.378988151Z,2,37,3,2,51,76,71,22,3,1,3,-39,1,2,60,4,51
graqm0106,2018-09-26T17:40:45.747713743Z,2,37,2,1,45,120,72,22,2,1,2,-25,1,1,62,4,45
graqm0106,2018-09-26T17:41:47.106725925Z,2,37,3,2,47,94,72,22,3,1,3,-39,1,2,60,4,47
graqm0106,2018-09-26T17:42:48.480875091Z,2,37,3,2,50,112,71,22,3,1,3,-48,1,2,62,4,50
graqm0106,2018-09-26T17:43:49.85630528Z,2,37,4,2,47,102,72,22,4,1,4,-27,1,3,60,4,47
graqm0106,2018-09-26T17:44:51.215398389Z,2,37,2,2,51,86,71,22,2,1,3,14,1,2,62,3,51
graqm0106,2018-09-26T17:45:52.605062378Z,2,37,3,2,54,125,72,22,3,1,3,-18,1,2,60,4,54
graqm0106,2018-09-26T17:46:53.941186653Z,2,37,3,2,48,85,71,22,3,1,3,14,1,2,62,4,48
graqm0106,2018-09-26T17:47:55.315612453Z,2,37,2,1,48,108,72,22,2,1,3,-40,1,1,60,3,48
graqm0106,2018-09-26T17:48:56.740495769Z,2,37,3,1,48,119,72,22,3,1,3,13,1,2,62,3,48
graqm0106,2018-09-26T17:49:58.060998244Z,2,37,2,1,47,98,71,22,2,1,2,-38,1,1,60,3,47
graqm0106,2018-09-26T17:50:59.485030432Z,2,37,3,1,49,107,72,22,3,1,3,-34,1,2,62,4,49
graqm0106,2018-09-26T18:00:11.286635952Z,2,36,3,2,52,143,132,22,3,1,3,-72,1,2,39,5,52
graqm0106,2018-09-26T18:01:12.393361186Z,2,37,3,2,54,77,71,22,3,1,3,22,1,2,60,4,54
graqm0106,2018-09-26T18:02:13.341439342Z,2,37,3,2,52,90,71,22,3,1,3,16,1,3,61,4,52
graqm0106,2018-09-26T18:03:14.353796055Z,2,36,3,3,56,101,71,22,3,1,3,15,1,2,61,4,56
graqm0106,2018-09-26T18:04:15.447861883Z,2,36,3,2,53,78,71,22,3,1,3,20,1,2,61,4,53
graqm0106,2018-09-26T18:05:16.465469464Z,2,36,3,2,56,86,71,22,3,1,3,22,1,2,61,4,56
graqm0106,2018-09-26T18:06:17.425212394Z,2,36,3,1,55,76,72,22,3,1,3,25,1,2,61,4,55
graqm0106,2018-09-26T18:07:18.458532578Z,2,37,3,2,54,85,71,22,3,1,3,9,1,2,61,4,54
graqm0106,2018-09-26T18:08:19.545190269Z,2,36,3,2,50,80,71,22,3,1,3,20,1,2,61,4,50
graqm0106,2018-09-26T18:09:20.578079239Z,2,36,3,2,54,80,71,22,3,1,3,18,1,2,61,3,54
graqm0106,2018-09-26T18:10:21.535594797Z,2,35,2,1,53,109,71,22,2,1,2,19,1,1,61,3,53
graqm0106,2018-09-26T18:11:22.650781301Z,2,36,2,1,50,71,71,22,2,1,2,17,1,1,61,4,50
graqm0106,2018-09-26T18:12:23.652574476Z,2,35,2,1,53,95,72,22,2,1,3,-8,1,2,61,3,53
graqm0106,2018-09-26T18:13:24.715229799Z,2,34,3,1,57,82,71,22,3,1,3,6,1,2,61,5,57
graqm0106,2018-09-26T18:14:25.689645698Z,2,35,2,1,58,94,71,21,2,1,2,12,1,1,61,3,58
graqm0106,2018-09-26T18:15:26.991540777Z,2,34,2,1,56,92,71,21,2,1,2,24,1,1,61,2,56
graqm0106,2018-09-26T18:16:27.978204768Z,2,34,2,1,55,82,72,21,2,1,2,3,1,1,62,3,55
graqm0106,2018-09-26T18:17:28.948297229Z,2,33,2,2,54,85,71,21,2,1,2,17,1,1,60,2,54
graqm0106,2018-09-26T18:18:30.09464053Z,2,34,3,2,58,82,71,21,3,1,3,15,1,2,61,4,58
graqm0106,2018-09-26T18:19:31.007935673Z,2,34,2,1,56,89,71,21,2,1,2,33,1,2,61,2,56
graqm0106,2018-09-26T18:20:32.143916842Z,2,34,2,1,54,80,71,21,2,1,2,15,1,1,61,3,54
graqm0106,2018-09-26T18:21:33.11891916Z,2,34,2,1,52,89,71,21,2,1,2,15,1,1,61,3,52
graqm0106,2018-09-26T18:22:34.147014277Z,2,34,2,1,56,86,71,21,2,1,2,10,1,2,61,3,56
graqm0106,2018-09-26T18:23:35.131494798Z,2,35,3,1,54,101,72,21,3,1,3,26,1,2,61,4,54
graqm0106,2018-09-26T18:24:36.24601378Z,2,35,2,1,55,86,71,21,2,1,2,26,1,1,61,2,55
graqm0106,2018-09-26T18:25:37.272568648Z,2,35,2,1,52,97,71,21,2,1,2,16,1,2,61,3,52
graqm0106,2018-09-26T18:26:38.476802702Z,2,34,2,2,57,80,71,21,2,1,2,29,1,1,61,3,57
graqm0106,2018-09-26T18:27:39.558436232Z,2,34,2,1,56,89,72,21,2,1,3,15,1,2,61,3,56
graqm0106,2018-09-26T18:28:40.696724676Z,2,35,3,1,56,106,71,21,3,1,3,12,1,2,61,4,56
graqm0106,2018-09-26T18:29:41.844616926Z,2,35,4,2,53,89,71,21,4,1,4,4,1,3,61,6,53
graqm0106,2018-09-26T18:30:43.037623621Z,2,35,3,2,53,73,71,21,3,1,3,24,1,2,61,5,53
graqm0106,2018-09-26T18:31:44.120486391Z,2,35,3,3,55,95,72,21,3,1,3,17,1,2,61,4,55
graqm0106,2018-09-26T18:32:45.441979797Z,2,35,3,3,52,130,71,21,3,1,3,2,1,2,61,4,52
graqm0106,2018-09-26T18:33:46.489110823Z,2,35,3,2,56,83,71,21,3,1,3,8,1,2,61,5,56
graqm0106,2018-09-26T18:34:47.597362005Z,2,35,2,1,53,92,72,21,2,1,2,11,1,1,61,4,53
graqm0106,2018-09-26T18:35:48.686233667Z,2,35,3,1,51,86,71,21,3,1,3,-6,1,2,61,3,51
graqm0106,2018-09-26T18:36:49.814581892Z,2,36,3,2,51,101,71,21,3,1,3,8,1,2,61,4,51
graqm0106,2018-09-26T18:37:51.144373365Z,2,36,3,2,50,94,72,21,3,1,3,-1,1,3,61,4,50
graqm0106,2018-09-26T18:38:52.323601118Z,2,35,3,2,50,127,71,21,3,1,3,-4,1,3,61,4,50
graqm0106,2018-09-26T18:39:53.69805352Z,2,35,3,2,53,98,71,21,3,1,3,-53,1,2,61,5,53
graqm0106,2018-09-26T18:40:55.063435431Z,2,35,3,1,52,99,72,22,3,1,3,16,1,1,61,4,52
graqm0106,2018-09-26T18:41:56.426448266Z,2,35,4,2,54,103,72,22,4,1,4,-32,1,3,62,5,54
graqm0106,2018-09-26T18:42:57.799668728Z,2,35,4,2,53,97,71,22,4,1,4,23,1,2,60,5,53
graqm0106,2018-09-26T18:43:59.157732905Z,2,35,3,1,61,130,72,22,3,1,3,-12,1,1,62,5,61
graqm0106,2018-09-26T18:45:00.532412114Z,2,35,2,1,61,97,71,22,2,1,2,-12,1,2,60,3,61
graqm0106,2018-09-26T18:46:01.925972827Z,2,35,2,0,60,135,72,21,2,1,2,-37,1,1,62,3,60
graqm0106,2018-09-26T18:47:03.263686853Z,2,35,4,2,57,80,71,21,4,1,4,-16,1,2,60,4,57
graqm0106,2018-09-26T18:48:04.630352905Z,2,36,3,1,54,114,72,21,3,1,4,-35,1,2,62,4,54
graqm0106,2018-09-26T18:49:06.013287078Z,2,35,3,2,57,94,71,21,3,1,3,-1,1,2,60,4,57
graqm0106,2018-09-26T18:50:07.368733672Z,2,35,2,2,56,125,72,21,2,1,3,-8,1,2,62,3,56
graqm0106,2018-09-26T18:51:08.731714706Z,2,35,4,2,56,92,72,21,4,1,4,-9,1,2,60,5,56
graqm0106,2018-09-26T18:52:10.099412691Z,2,36,3,2,56,143,71,21,3,1,3,-3,1,2,62,4,56
graqm0106,2018-09-26T18:53:11.486878809Z,2,36,3,2,53,115,72,21,3,1,3,-5,1,2,60,4,53
graqm0106,2018-09-26T18:54:12.908769329Z,2,35,3,2,60,112,71,21,3,1,3,24,1,3,62,4,60
graqm0106,2018-09-26T18:55:14.201102802Z,2,35,3,2,56,126,72,21,3,1,3,-35,1,3,60,4,56
graqm0106,2018-09-26T18:56:15.567423644Z,2,36,3,2,55,81,71,21,3,1,3,4,1,2,62,4,55
